Site,Location,Date,Quadrat,Point,Substrate,Genus,MORPH
Red Rock Wall,Wall,2024-05-01,3,8,HC,NA,MASS
Red Rock Wall,Wall,2024-05-01,3,9,RU,NA,NA
Red Rock Wall,Wall,2024-05-01,3,10,HC,Porites,ENC
Red Rock Wall,Wall,2024-05-01,3,11,RK,NA,NA
Red Rock Wall,Wall,2024-05-01,3,12,RU,NA,NA
Red Rock Wall,Wall,2024-05-01,3,13,HC,Porites,SUBM
Red Rock Wall,Wall,2024-05-01,3,14,HC,Pavona,MASS
Red Rock Wall,Wall,2024-05-01,3,15,RK,NA,NA
Red Rock Wall,Wall,2024-05-01,3,16,HC,Pavona,BR
Red Rock Wall,Wall,2024-05-01,3,17,RK,NA,NA
Red Rock Wall,Wall,2024-05-01,3,18,SC,NA,NA
Red Rock Wall,Wall,2024-05-01,3,19,HC,Pavona,NA
Red Rock Wall,Wall,2024-05-01,3,20,SC,NA,NA
Red Rock Wall,Wall,2024-05-01,4,1,UNKN,NA,NA
Red Rock Wall,Wall,2024-05-01,4,2,RK,NA,NA
Red Rock Wall,Wall,2024-05-01,4,3,HC,Acropora,MASS
Red Rock Wall,Wall,2024-05-01,4,4,HC,Acropora,MASS
Red Rock Wall,Wall,2024-05-01,4,5,HC,Favites,NA
Red Rock Wall,Wall,2024-05-01,4,6,SP,NA,NA
Red Rock Wall,Wall,2024-05-01,4,7,HC,Porites,NA
Red Rock Wall,Wall,2024-05-01,4,8,HC,Acropora,BR
Red Rock Wall,Wall,2024-05-01,4,9,HC,Pavona,SUBM
Red Rock Wall,Wall,2024-05-01,4,10,HC,NA,ENC
Red Rock Wall,Wall,2024-05-01,4,11,RU,NA,NA
Red Rock Wall,Wall,2024-05-01,4,12,SP,NA,NA
Red Rock Wall,Wall,2024-05-01,4,13,HC,Favites,NA
Red Rock Wall,Wall,2024-05-01,4,14,RU,NA,NA
Red Rock Wall,Wall,2024-05-01,4,15,HC,Pavona,NA
Red Rock Wall,Wall,2024-05-01,4,16,RK,NA,NA
Red Rock Wall,Wall,2024-05-01,4,17,HC,Pavona,NA
Red Rock Wall,Wall,2024-05-01,4,18,HC,NA,SUBM
Red Rock Wall,Wall,2024-05-01,4,19,SC,NA,NA
Red Rock Wall,Wall,2024-05-01,4,20,RK,NA,NA
Red Rock Wall,Wall,2024-05-01,5,1,SC,NA,NA
Red Rock Wall,Wall,2024-05-01,5,2,RU,NA,NA
Red Rock Wall,Wall,2024-05-01,5,3,RK,NA,NA
Red Rock Wall,Wall,2024-05-01,5,4,RU,NA,NA
Red Rock Wall,Wall,2024-05-01,5,5,SC,NA,NA
Red Rock Wall,Wall,2024-05-01,5,6,HC,Acropora,MASS
Red Rock Wall,Wall,2024-05-01,5,7,HC,Pavona,NA
Red Rock Wall,Wall,2024-05-01,5,8,HC,Acropora,ENC
Red Rock Wall,Wall,2024-05-01,5,9,RU,NA,NA
Red Rock Wall,Wall,2024-05-01,5,10,RU,NA,NA
Red Rock Wall,Wall,2024-05-01,5,11,HC,NA,SUBM
Red Rock Wall,Wall,2024-05-01,5,12,HC,Favites,ENC
Red Rock Wall,Wall,2024-05-01,5,13,RK,NA,NA
Red Rock Wall,Wall,2024-05-01,5,14,HC,Acropora,NA
Red Rock Wall,Wall,2024-05-01,5,15,HC,Pavona,NA
Red Rock Wall,Wall,2024-05-01,5,16,SC,NA,NA
Red Rock Wall,Wall,2024-05-01,5,17,HC,NA,MASS
Red Rock Wall,Wall,2024-05-01,5,18,HC,Porites,NA
Red Rock Wall,Wall,2024-05-01,5,19,RK,NA,NA
Red Rock Wall,Wall,2024-05-01,5,20,RK,NA,NA
Red Rock Wall,Wall,2024-05-01,6,1,HC,Pavona,MASS
Red Rock Wall,Wall,2024-05-01,6,2,HC,Porites,SUBM
Red Rock Wall,Wall,2024-05-01,6,3,HC,Favites,BR
Red Rock Wall,Wall,2024-05-01,6,4,HC,Favites,ENC
Red Rock Wall,Wall,2024-05-01,6,5,RK,NA,NA
Red Rock Wall,Wall,2024-05-01,6,6,SC,NA,NA
Red Rock Wall,Wall,2024-05-01,6,7,HC,Porites,MASS
Red Rock Wall,Wall,2024-05-01,6,8,HC,Pavona,NA
Red Rock Wall,Wall,2024-05-01,6,9,RK,NA,NA
Red Rock Wall,Wall,2024-05-01,6,10,HC,NA,NA
Red Rock Wall,Wall,2024-05-01,6,11,HC,Porites,MASS
Red Rock Wall,Wall,2024-05-01,6,12,HC,Favites,SUBM
Red Rock Wall,Wall,2024-05-01,6,13,SC,NA,NA
Red Rock Wall,Wall,2024-05-01,6,14,SC,NA,NA
Red Rock Wall,Wall,2024-05-01,6,15,RU,NA,NA
Red Rock Wall,Wall,2024-05-01,6,16,RU,NA,NA
Red Rock Wall,Wall,2024-05-01,6,17,UNKN,NA,NA
Red Rock Wall,Wall,2024-05-01,6,18,RK,NA,NA
Red Rock Wall,Wall,2024-05-01,6,19,HC,NA,SUBM
Red Rock Wall,Wall,2024-05-01,6,20,HC,Acropora,NA
Red Rock Wall,Wall,2024-05-01,7,1,RU,NA,NA
Red Rock Wall,Wall,2024-05-01,7,2,UNKN,NA,NA
Red Rock Wall,Wall,2024-05-01,7,3,UNKN,NA,NA
Red Rock Wall,Wall,2024-05-01,7,4,HC,Acropora,BR
Red Rock Wall,Wall,2024-05-01,7,5,RK,NA,NA
Red Rock Wall,Wall,2024-05-01,7,6,SP,NA,NA
Red Rock Wall,Wall,2024-05-01,7,7,HC,Porites,ENC
Red Rock Wall,Wall,2024-05-01,7,8,HC,NA,MASS
Red Rock Wall,Wall,2024-05-01,7,9,HC,Porites,MASS
Red Rock Wall,Wall,2024-05-01,7,10,HC,Acropora,NA
Red Rock Wall,Wall,2024-05-01,7,11,RK,NA,NA
Red Rock Wall,Wall,2024-05-01,7,12,SC,NA,NA
Red Rock Wall,Wall,2024-05-01,7,13,SP,NA,NA
Red Rock Wall,Wall,2024-05-01,7,14,SC,NA,NA
Red Rock Wall,Wall,2024-05-01,7,15,RU,NA,NA
Red Rock Wall,Wall,2024-05-01,7,16,HC,Favites,NA
Red Rock Wall,Wall,2024-05-01,7,17,HC,Favites,ENC
Red Rock Wall,Wall,2024-05-01,7,18,HC,Favites,NA
Red Rock Wall,Wall,2024-05-01,7,19,HC,Porites,SUBM
Red Rock Wall,Wall,2024-05-01,7,20,RU,NA,NA
Red Rock Wall,Wall,2024-05-01,8,1,RK,NA,NA
Red Rock Wall,Wall,2024-05-01,8,2,RK,NA,NA
Red Rock Wall,Wall,2024-05-01,8,3,HC,Pavona,MASS
Red Rock Wall,Wall,2024-05-01,8,4,HC,NA,NA
Red Rock Wall,Wall,2024-05-01,8,5,RU,NA,NA
Red Rock Wall,Wall,2024-05-01,8,6,HC,Porites,NA
Red Rock Wall,Wall,2024-05-01,8,7,HC,Pavona,MASS
Red Rock Wall,Wall,2024-05-01,8,8,RK,NA,NA
Red Rock Wall,Wall,2024-05-01,8,9,RK,NA,NA
Red Rock Wall,Wall,2024-05-01,8,10,HC,Acropora,ENC
Red Rock Wall,Wall,2024-05-01,8,11,HC,Favites,MASS
Red Rock Wall,Wall,2024-05-01,8,12,HC,Porites,BR
Red Rock Wall,Wall,2024-05-01,8,13,HC,Pavona,BR
Red Rock Wall,Wall,2024-05-01,8,14,RK,NA,NA
Red Rock Wall,Wall,2024-05-01,8,15,HC,NA,BR
Red Rock Wall,Wall,2024-05-01,8,16,RK,NA,NA
Red Rock Wall,Wall,2024-05-01,8,17,RK,NA,NA
Red Rock Wall,Wall,2024-05-01,8,18,RU,NA,NA
Red Rock Wall,Wall,2024-05-01,8,19,RK,NA,NA
Red Rock Wall,Wall,2024-05-01,8,20,RK,NA,NA
Red Rock Wall,Wall,2024-05-01,9,1,HC,Favites,BR
Red Rock Wall,Wall,2024-05-01,9,2,RK,NA,NA
Red Rock Wall,Wall,2024-05-01,9,3,HC,NA,MASS
Red Rock Wall,Wall,2024-05-01,9,4,RU,NA,NA
Red Rock Wall,Wall,2024-05-01,9,5,HC,Favites,SUBM
Red Rock Wall,Wall,2024-05-01,9,6,SP,NA,NA
Red Rock Wall,Wall,2024-05-01,9,7,HC,Favites,BR
Red Rock Wall,Wall,2024-05-01,9,8,HC,Acropora,BR
Red Rock Wall,Wall,2024-05-01,9,9,RU,NA,NA
Red Rock Wall,Wall,2024-05-01,9,10,HC,Pavona,BR
Red Rock Wall,Wall,2024-05-01,9,11,HC,Pavona,SUBM
Red Rock Wall,Wall,2024-05-01,9,12,HC,Acropora,MASS
Red Rock Wall,Wall,2024-05-01,9,13,RK,NA,NA
Red Rock Wall,Wall,2024-05-01,9,14,RK,NA,NA
Red Rock Wall,Wall,2024-05-01,9,15,HC,Pavona,SUBM
Red Rock Wall,Wall,2024-05-01,9,16,HC,Acropora,ENC
Red Rock Wall,Wall,2024-05-01,9,17,HC,Pavona,NA
Red Rock Wall,Wall,2024-05-01,9,18,HC,NA,BR
Red Rock Wall,Wall,2024-05-01,9,19,RK,NA,NA
Red Rock Wall,Wall,2024-05-01,9,20,HC,Favites,SUBM
Red Rock Wall,Wall,2024-05-01,10,1,HC,Favites,NA
Red Rock Wall,Wall,2024-05-01,10,2,HC,Favites,MASS
Red Rock Wall,Wall,2024-05-01,10,3,HC,Porites,MASS
Red Rock Wall,Wall,2024-05-01,10,4,RU,NA,NA
Red Rock Wall,Wall,2024-05-01,10,5,HC,Acropora,ENC
Red Rock Wall,Wall,2024-05-01,10,6,HC,Porites,NA
Red Rock Wall,Wall,2024-05-01,10,7,SP,NA,NA
Red Rock Wall,Wall,2024-05-01,10,8,HC,Pavona,NA
Red Rock Wall,Wall,2024-05-01,10,9,HC,NA,MASS
Red Rock Wall,Wall,2024-05-01,10,10,SP,NA,NA
Red Rock Wall,Wall,2024-05-01,10,11,RU,NA,NA
Red Rock Wall,Wall,2024-05-01,10,12,HC,Porites,MASS
Red Rock Wall,Wall,2024-05-01,10,13,RU,NA,NA
Red Rock Wall,Wall,2024-05-01,10,14,SP,NA,NA
Red Rock Wall,Wall,2024-05-01,10,15,HC,Acropora,ENC
Red Rock Wall,Wall,2024-05-01,10,16,HC,Favites,MASS
Red Rock Wall,Wall,2024-05-01,10,17,RK,NA,NA
Red Rock Wall,Wall,2024-05-01,10,18,HC,Porites,ENC
Red Rock Wall,Wall,2024-05-01,10,19,RK,NA,NA
Red Rock Wall,Wall,2024-05-01,10,20,HC,NA,SUBM
Red Rock Wall,Wall,2024-11-01,1,1,SP,NA,NA
Red Rock Wall,Wall,2024-11-01,1,2,HC,Pavona,ENC
Red Rock Wall,Wall,2024-11-01,1,3,RU,NA,NA
Red Rock Wall,Wall,2024-11-01,1,4,RK,NA,NA
Red Rock Wall,Wall,2024-11-01,1,5,RK,NA,NA
Red Rock Wall,Wall,2024-11-01,1,6,HC,NA,NA
Red Rock Wall,Wall,2024-11-01,1,7,RK,NA,NA
Red Rock Wall,Wall,2024-11-01,1,8,RK,NA,NA
Red Rock Wall,Wall,2024-11-01,1,9,HC,Acropora,SUBM
Red Rock Wall,Wall,2024-11-01,1,10,RU,NA,NA
Red Rock Wall,Wall,2024-11-01,1,11,HC,Acropora,SUBM
Red Rock Wall,Wall,2024-11-01,1,12,RK,NA,NA
Red Rock Wall,Wall,2024-11-01,1,13,HC,Acropora,MASS
Red Rock Wall,Wall,2024-11-01,1,14,HC,Acropora,SUBM
Red Rock Wall,Wall,2024-11-01,1,15,HC,Favites,ENC
Red Rock Wall,Wall,2024-11-01,1,16,RU,NA,NA
Red Rock Wall,Wall,2024-11-01,1,17,HC,NA,SUBM
Red Rock Wall,Wall,2024-11-01,1,18,HC,Favites,BR
Red Rock Wall,Wall,2024-11-01,1,19,RU,NA,NA
Red Rock Wall,Wall,2024-11-01,1,20,HC,Favites,ENC
Red Rock Wall,Wall,2024-11-01,2,1,SP,NA,NA
Red Rock Wall,Wall,2024-11-01,2,2,HC,Favites,NA
Red Rock Wall,Wall,2024-11-01,2,3,HC,NA,SUBM
Red Rock Wall,Wall,2024-11-01,2,4,HC,Pavona,MASS
Red Rock Wall,Wall,2024-11-01,2,5,HC,Porites,ENC
Red Rock Wall,Wall,2024-11-01,2,6,HC,Acropora,BR
Red Rock Wall,Wall,2024-11-01,2,7,HC,NA,SUBM
Red Rock Wall,Wall,2024-11-01,2,8,HC,Favites,NA
Red Rock Wall,Wall,2024-11-01,2,9,UNKN,NA,NA
Red Rock Wall,Wall,2024-11-01,2,10,SC,NA,NA
Red Rock Wall,Wall,2024-11-01,2,11,UNKN,NA,NA
Red Rock Wall,Wall,2024-11-01,2,12,HC,Acropora,MASS
Red Rock Wall,Wall,2024-11-01,2,13,HC,Pavona,SUBM
Red Rock Wall,Wall,2024-11-01,2,14,HC,Favites,MASS
Red Rock Wall,Wall,2024-11-01,2,15,HC,Porites,SUBM
Red Rock Wall,Wall,2024-11-01,2,16,RK,NA,NA
Red Rock Wall,Wall,2024-11-01,2,17,SC,NA,NA
Red Rock Wall,Wall,2024-11-01,2,18,RK,NA,NA
Red Rock Wall,Wall,2024-11-01,2,19,RK,NA,NA
Red Rock Wall,Wall,2024-11-01,2,20,HC,Acropora,SUBM
Red Rock Wall,Wall,2024-11-01,3,1,SC,NA,NA
Red Rock Wall,Wall,2024-11-01,3,2,HC,Porites,ENC
Red Rock Wall,Wall,2024-11-01,3,3,HC,Porites,MASS
Red Rock Wall,Wall,2024-11-01,3,4,RK,NA,NA
Red Rock Wall,Wall,2024-11-01,3,5,RK,NA,NA
Red Rock Wall,Wall,2024-11-01,3,6,HC,Favites,MASS
Red Rock Wall,Wall,2024-11-01,3,7,RK,NA,NA
Red Rock Wall,Wall,2024-11-01,3,8,RU,NA,NA
Red Rock Wall,Wall,2024-11-01,3,9,UNKN,NA,NA
Red Rock Wall,Wall,2024-11-01,3,10,HC,Porites,NA
Red Rock Wall,Wall,2024-11-01,3,11,RU,NA,NA
Red Rock Wall,Wall,2024-11-01,3,12,HC,Porites,ENC
Red Rock Wall,Wall,2024-11-01,3,13,HC,Porites,BR
Red Rock Wall,Wall,2024-11-01,3,14,RK,NA,NA
Red Rock Wall,Wall,2024-11-01,3,15,HC,Pavona,ENC
Red Rock Wall,Wall,2024-11-01,3,16,RU,NA,NA
Red Rock Wall,Wall,2024-11-01,3,17,RK,NA,NA
Red Rock Wall,Wall,2024-11-01,3,18,RK,NA,NA
Red Rock Wall,Wall,2024-11-01,3,19,HC,NA,SUBM
Red Rock Wall,Wall,2024-11-01,3,20,HC,Porites,BR
Red Rock Wall,Wall,2024-11-01,4,1,HC,Favites,SUBM
Red Rock Wall,Wall,2024-11-01,4,2,SP,NA,NA
Red Rock Wall,Wall,2024-11-01,4,3,HC,NA,BR
Red Rock Wall,Wall,2024-11-01,4,4,HC,Favites,SUBM
Red Rock Wall,Wall,2024-11-01,4,5,HC,Acropora,NA
Red Rock Wall,Wall,2024-11-01,4,6,RK,NA,NA
Red Rock Wall,Wall,2024-11-01,4,7,SP,NA,NA
Red Rock Wall,Wall,2024-11-01,4,8,HC,Favites,MASS
Red Rock Wall,Wall,2024-11-01,4,9,HC,Favites,BR
Red Rock Wall,Wall,2024-11-01,4,10,RK,NA,NA
Red Rock Wall,Wall,2024-11-01,4,11,RK,NA,NA
Red Rock Wall,Wall,2024-11-01,4,12,HC,Porites,MASS
Red Rock Wall,Wall,2024-11-01,4,13,HC,Acropora,NA
Red Rock Wall,Wall,2024-11-01,4,14,SC,NA,NA
Red Rock Wall,Wall,2024-11-01,4,15,HC,Pavona,ENC
Red Rock Wall,Wall,2024-11-01,4,16,RK,NA,NA
Red Rock Wall,Wall,2024-11-01,4,17,SC,NA,NA
Red Rock Wall,Wall,2024-11-01,4,18,HC,Porites,NA
Red Rock Wall,Wall,2024-11-01,4,19,HC,Porites,NA
Red Rock Wall,Wall,2024-11-01,4,20,HC,NA,MASS
Red Rock Wall,Wall,2024-11-01,5,1,HC,Porites,NA
Red Rock Wall,Wall,2024-11-01,5,2,UNKN,NA,NA
Red Rock Wall,Wall,2024-11-01,5,3,HC,Acropora,NA
Red Rock Wall,Wall,2024-11-01,5,4,RK,NA,NA
Red Rock Wall,Wall,2024-11-01,5,5,RK,NA,NA
Red Rock Wall,Wall,2024-11-01,5,6,HC,NA,MASS
Red Rock Wall,Wall,2024-11-01,5,7,SC,NA,NA
Red Rock Wall,Wall,2024-11-01,5,8,RK,NA,NA
Red Rock Wall,Wall,2024-11-01,5,9,RK,NA,NA
Red Rock Wall,Wall,2024-11-01,5,10,HC,Porites,NA
Red Rock Wall,Wall,2024-11-01,5,11,SC,NA,NA
Red Rock Wall,Wall,2024-11-01,5,12,HC,Porites,BR
Red Rock Wall,Wall,2024-11-01,5,13,RU,NA,NA
Red Rock Wall,Wall,2024-11-01,5,14,RK,NA,NA
Red Rock Wall,Wall,2024-11-01,5,15,HC,NA,NA
Red Rock Wall,Wall,2024-11-01,5,16,RK,NA,NA
Red Rock Wall,Wall,2024-11-01,5,17,RK,NA,NA
Red Rock Wall,Wall,2024-11-01,5,18,HC,Acropora,MASS
Red Rock Wall,Wall,2024-11-01,5,19,SC,NA,NA
Red Rock Wall,Wall,2024-11-01,5,20,RK,NA,NA
Red Rock Wall,Wall,2024-11-01,6,1,HC,Acropora,MASS
Red Rock Wall,Wall,2024-11-01,6,2,RK,NA,NA
Red Rock Wall,Wall,2024-11-01,6,3,RK,NA,NA
Red Rock Wall,Wall,2024-11-01,6,4,HC,Favites,NA
Red Rock Wall,Wall,2024-11-01,6,5,HC,Pavona,MASS
Red Rock Wall,Wall,2024-11-01,6,6,RK,NA,NA
Red Rock Wall,Wall,2024-11-01,6,7,RU,NA,NA
Red Rock Wall,Wall,2024-11-01,6,8,HC,Favites,SUBM
Red Rock Wall,Wall,2024-11-01,6,9,RU,NA,NA
Red Rock Wall,Wall,2024-11-01,6,10,SP,NA,NA
Red Rock Wall,Wall,2024-11-01,6,11,RK,NA,NA
Red Rock Wall,Wall,2024-11-01,6,12,HC,Acropora,SUBM
Red Rock Wall,Wall,2024-11-01,6,13,SC,NA,NA
Red Rock Wall,Wall,2024-11-01,6,14,RU,NA,NA
Red Rock Wall,Wall,2024-11-01,6,15,HC,Pavona,NA
Red Rock Wall,Wall,2024-11-01,6,16,HC,Favites,MASS
Red Rock Wall,Wall,2024-11-01,6,17,RU,NA,NA
Red Rock Wall,Wall,2024-11-01,6,18,RU,NA,NA
Red Rock Wall,Wall,2024-11-01,6,19,HC,Favites,SUBM
Red Rock Wall,Wall,2024-11-01,6,20,SC,NA,NA
Red Rock Wall,Wall,2024-11-01,7,1,RK,NA,NA
Red Rock Wall,Wall,2024-11-01,7,2,SP,NA,NA
Red Rock Wall,Wall,2024-11-01,7,3,RK,NA,NA
Red Rock Wall,Wall,2024-11-01,7,4,HC,Favites,MASS
Red Rock Wall,Wall,2024-11-01,7,5,RU,NA,NA
Red Rock Wall,Wall,2024-11-01,7,6,RU,NA,NA
Red Rock Wall,Wall,2024-11-01,7,7,RK,NA,NA
Red Rock Wall,Wall,2024-11-01,7,8,RU,NA,NA
Red Rock Wall,Wall,2024-11-01,7,9,HC,Favites,ENC
Red Rock Wall,Wall,2024-11-01,7,10,HC,Acropora,MASS
Red Rock Wall,Wall,2024-11-01,7,11,HC,Porites,SUBM
Red Rock Wall,Wall,2024-11-01,7,12,RK,NA,NA
Red Rock Wall,Wall,2024-11-01,7,13,RK,NA,NA
Red Rock Wall,Wall,2024-11-01,7,14,HC,Porites,NA
Red Rock Wall,Wall,2024-11-01,7,15,HC,Acropora,NA
Red Rock Wall,Wall,2024-11-01,7,16,RK,NA,NA
Red Rock Wall,Wall,2024-11-01,7,17,HC,Acropora,SUBM
Red Rock Wall,Wall,2024-11-01,7,18,HC,NA,NA
Red Rock Wall,Wall,2024-11-01,7,19,HC,NA,BR
Red Rock Wall,Wall,2024-11-01,7,20,RK,NA,NA
Red Rock Wall,Wall,2024-11-01,8,1,HC,NA,SUBM
Red Rock Wall,Wall,2024-11-01,8,2,SC,NA,NA
Red Rock Wall,Wall,2024-11-01,8,3,HC,Porites,BR
Red Rock Wall,Wall,2024-11-01,8,4,RK,NA,NA
Red Rock Wall,Wall,2024-11-01,8,5,HC,Porites,NA
Red Rock Wall,Wall,2024-11-01,8,6,HC,NA,NA
Red Rock Wall,Wall,2024-11-01,8,7,HC,Acropora,BR
Red Rock Wall,Wall,2024-11-01,8,8,HC,NA,MASS
Red Rock Wall,Wall,2024-11-01,8,9,HC,Acropora,ENC
Red Rock Wall,Wall,2024-11-01,8,10,HC,Pavona,MASS
Red Rock Wall,Wall,2024-11-01,8,11,SP,NA,NA
Red Rock Wall,Wall,2024-11-01,8,12,HC,Favites,SUBM
Red Rock Wall,Wall,2024-11-01,8,13,UNKN,NA,NA
Red Rock Wall,Wall,2024-11-01,8,14,RU,NA,NA
Red Rock Wall,Wall,2024-11-01,8,15,RK,NA,NA
Red Rock Wall,Wall,2024-11-01,8,16,SC,NA,NA
Red Rock Wall,Wall,2024-11-01,8,17,HC,NA,NA
Red Rock Wall,Wall,2024-11-01,8,18,RK,NA,NA
Red Rock Wall,Wall,2024-11-01,8,19,RU,NA,NA
Red Rock Wall,Wall,2024-11-01,8,20,HC,Acropora,NA
Red Rock Wall,Wall,2024-11-01,9,1,RK,NA,NA
Red Rock Wall,Wall,2024-11-01,9,2,HC,Porites,MASS
Red Rock Wall,Wall,2024-11-01,9,3,HC,Favites,SUBM
Red Rock Wall,Wall,2024-11-01,9,4,HC,Favites,MASS
Red Rock Wall,Wall,2024-11-01,9,5,HC,Pavona,SUBM
Red Rock Wall,Wall,2024-11-01,9,6,HC,Acropora,MASS
Red Rock Wall,Wall,2024-11-01,9,7,HC,Favites,NA
Red Rock Wall,Wall,2024-11-01,9,8,HC,Pavona,SUBM
Red Rock Wall,Wall,2024-11-01,9,9,RK,NA,NA
Red Rock Wall,Wall,2024-11-01,9,10,HC,Pavona,BR
Red Rock Wall,Wall,2024-11-01,9,11,HC,NA,ENC
Red Rock Wall,Wall,2024-11-01,9,12,RK,NA,NA
Red Rock Wall,Wall,2024-11-01,9,13,SP,NA,NA
Red Rock Wall,Wall,2024-11-01,9,14,SP,NA,NA
Red Rock Wall,Wall,2024-11-01,9,15,HC,Porites,MASS
Red Rock Wall,Wall,2024-11-01,9,16,HC,Pavona,SUBM
Red Rock Wall,Wall,2024-11-01,9,17,HC,Pavona,ENC
Red Rock Wall,Wall,2024-11-01,9,18,UNKN,NA,NA
Red Rock Wall,Wall,2024-11-01,9,19,RK,NA,NA
Red Rock Wall,Wall,2024-11-01,9,20,UNKN,NA,NA
Red Rock Wall,Wall,2024-11-01,10,1,RK,NA,NA
Red Rock Wall,Wall,2024-11-01,10,2,HC,Favites,MASS
Red Rock Wall,Wall,2024-11-01,10,3,RK,NA,NA
Red Rock Wall,Wall,2024-11-01,10,4,HC,NA,SUBM
Red Rock Wall,Wall,2024-11-01,10,5,RK,NA,NA
Red Rock Wall,Wall,2024-11-01,10,6,RU,NA,NA
Red Rock Wall,Wall,2024-11-01,10,7,HC,Porites,SUBM
Red Rock Wall,Wall,2024-11-01,10,8,HC,Pavona,NA
Red Rock Wall,Wall,2024-11-01,10,9,HC,Acropora,SUBM
Red Rock Wall,Wall,2024-11-01,10,10,SP,NA,NA
Red Rock Wall,Wall,2024-11-01,10,11,RK,NA,NA
Red Rock Wall,Wall,2024-11-01,10,12,RK,NA,NA
Red Rock Wall,Wall,2024-11-01,10,13,HC,NA,BR
Red Rock Wall,Wall,2024-11-01,10,14,HC,NA,MASS
Red Rock Wall,Wall,2024-11-01,10,15,SC,NA,NA
Red Rock Wall,Wall,2024-11-01,10,16,RK,NA,NA
Red Rock Wall,Wall,2024-11-01,10,17,HC,Favites,SUBM
Red Rock Wall,Wall,2024-11-01,10,18,HC,Acropora,BR
Red Rock Wall,Wall,2024-11-01,10,19,SP,NA,NA
Red Rock Wall,Wall,2024-11-01,10,20,HC,NA,ENC
